company,title,location,description,date,link,employees
Tipalti,Full Stack Engineer (Node.js) - AI,"Tel Aviv District, Israel",,1 day ago,https://il.linkedin.com/jobs/view/full-stack-engineer-node-js-ai-at-tipalti-3949276903?position=5&pageNum=12&refId=JSGGcKvaaaja8pRS2grzXQ%3D%3D&trackingId=SRtB3EE%2BAHKxc32p5caoEg%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Lemonade,AI Engineer,"Tel Aviv District, Israel","We're on the lookout for an NLP Data Scientist and a Backend Engineer who’s as enthusiastic about Generative AI as we are. In this role, you'll contribute to the development of robust LLM applications, as well as backend systems and infrastructure that support our Generative AI initiatives, aimed at enhancing efficiency and automation. You’ll be instrumental in supporting the creation and maintenance of backend services, collaborating with cross-functional teams, leading GenAI applicative research tasks, and contributing to the advancement of GenAI projects. You’ll also identify areas for improvement by analyzing user data, AI technologies, and user feedback.In this role you’llUse and extend Lemonade's Generative AI Dev tools as well as open source and other latest LLM App building tools.Work directly with the latest Generative AI technologies to develop advanced applications and maintain technical relevance in a rapidly-evolving field.Significantly impact efficiency, improvement, and automation within the company by supporting Generative AI projectsWork in a highly production-minded environmentParticipate in research and analysis to identify pain points and opportunities for AI-driven automation and efficiency improvementsWork in tandem with cross-functional teams—including Design, Engineering, Data Science, and Operations—to facilitate the integration of Generative AI and process enhancementsWork within a talented team with a fast-paced workflowWhat you’ll need3+ years working as a Backend engineer3+ years working as NLP/ML/DS applied researcher (or equivalent experience)B.S. in Computer Science, Electrical Engineering, or MathematicsEnthusiasm for the latest GenAI technologiesFamiliarity with modern backend frameworks, tools, and architectureExperience with production-grade projectsEagerness to learn quickly and adapt to new technologies and frameworksExperience in building LLM applications (preferred)Ability to work in an office environment a minimum of 3 days a week                                                                         Show less",6 hours ago,https://il.linkedin.com/jobs/view/ai-engineer-at-lemonade-3948994608?position=7&pageNum=20&refId=GMnAJz%2FstpX0Em%2Fc3aB0HQ%3D%3D&trackingId=c9mtVwjypV4stIAklsTNMQ%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
proteanTecs,Back End Developer (MLOps),"Tel Aviv District, Israel",,2 days ago,https://il.linkedin.com/jobs/view/back-end-developer-mlops-at-proteantecs-3969427643?position=5&pageNum=40&refId=%2BTDDSQbtQz1bGDw4LS%2B4mA%3D%3D&trackingId=9SvadRUlXTk6H5981L7izg%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
WEKA,Cloud Infrastructure Engineer,"Tel Aviv-Yafo, Tel Aviv District, Israel",,51 minutes ago,https://il.linkedin.com/jobs/view/cloud-infrastructure-engineer-at-weka-3843574059?position=5&pageNum=42&refId=vr6HraDG6xFZH6pK1%2BJ%2BcQ%3D%3D&trackingId=nQsndqiQcgddTQo9rhlcOA%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
JobsSeek,Back End Developer,"Ramat Gan, Tel Aviv District, Israel",,1 day ago,https://il.linkedin.com/jobs/view/back-end-developer-at-jobsseek-3969650707?position=22&pageNum=0&refId=LZPUivpm6Dm3hQkwMFG7gQ%3D%3D&trackingId=pKqdtFfEsseV%2Bg7JiPb0Qg%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
WalkMe™,Backend Engineer,"Tel Aviv-Yafo, Tel Aviv District, Israel",,1 day ago,https://il.linkedin.com/jobs/view/backend-engineer-at-walkme%E2%84%A2-3969833657?position=25&pageNum=0&refId=LZPUivpm6Dm3hQkwMFG7gQ%3D%3D&trackingId=17H5uHf7UmyW7EtR3rapew%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Gotfriends,Java Software Engineer,"Center District, Israel","A high-tech company in the SaaS Car Mobility sector provides payment and charging solutions for electric vehicles in the US and Europe. Their main products are SaaS solutions for managing and charging electric vehicles and optimizing energy use, including navigation apps for charging destinations and a no-touch payment and clearing app that updates automatically after charging.The company has major clients in the United States and across Europe and is considered highly profitable. They were acquired by an American corporation specializing in smart transportation and mobility but have remained an independent and innovative entity.The role involves being part of the company's development teams and reporting to the team lead. The development is 100% backend in Java, working in an AWS environment with a microservices architecture. The technology stack includes Java, Microservices, Spring Boot, Kafka, RabbitMQ, MySQL, Docker, and AWS.Requirements- • 3 years of experience in software development as part of a team focusing on server-side core functionality.• Java focused with mainly Java-oriented experience.• Proven Spring framework deep knowledge.• Proven Spring Boot framework experience.• Proven experience with Micro-Services Architecture.• Proven experience in high throughput systems with multi-threading.• Proficient in OOD (Object Oriented Design).• Proven Hibernate deep knowledge.• Proven ActiveMQ/RabbitMQ experience.• Proficient in advanced SQL • MySQL (or any rational Database)• Experience with Docker.                                                                         Show less",1 hour ago,https://il.linkedin.com/jobs/view/java-software-engineer-at-gotfriends-3970147309?position=8&pageNum=12&refId=UDfjWOahWct%2BwhhIj%2FJ5sA%3D%3D&trackingId=qLBg5bMoVzDsp2kT0oKXwg%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Amazon Web Services (AWS),2024 Graduate Software Dev Engineer,"Haifa, Haifa District, Israel",,4 days ago,https://il.linkedin.com/jobs/view/2024-graduate-software-dev-engineer-at-amazon-web-services-aws-3949491390?position=2&pageNum=7&refId=%2FATeX1YlTW%2FNt27UtNS5xw%3D%3D&trackingId=89uIzGSp5vSR%2BynGHa09Cw%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Palo Alto Networks,Senior Frontend Angular Developer (Cortex),"Tel Aviv-Yafo, Tel Aviv District, Israel",,4 days ago,https://il.linkedin.com/jobs/view/senior-frontend-angular-developer-cortex-at-palo-alto-networks-3967649420?position=4&pageNum=7&refId=%2FATeX1YlTW%2FNt27UtNS5xw%3D%3D&trackingId=70oSChCVCOEdlVOwwOMWOg%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
ICE,Senior Developer (Python or .Net),"Tel Aviv-Yafo, Tel Aviv District, Israel",,6 days ago,https://il.linkedin.com/jobs/view/senior-developer-python-or-net-at-ice-3947926181?position=2&pageNum=10&refId=hRLAgF2hXj94jaeN82ntvA%3D%3D&trackingId=1t14%2Bf%2FNIBi%2B26uc962n8w%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Infinidat,Senior Software Engineer,"Herzliya, Tel Aviv District, Israel",,1 day ago,https://il.linkedin.com/jobs/view/senior-software-engineer-at-infinidat-3969826219?position=4&pageNum=10&refId=hRLAgF2hXj94jaeN82ntvA%3D%3D&trackingId=wntBwd2TOw67%2Bk8Y12u1fA%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Ribbon Communications,C\C++ Junior Software Engineer,"Petah Tikva, Center District, Israel",,6 days ago,https://il.linkedin.com/jobs/view/c-c%2B%2B-junior-software-engineer-at-ribbon-communications-3963911402?position=7&pageNum=10&refId=hRLAgF2hXj94jaeN82ntvA%3D%3D&trackingId=0qExYBbxdcHw9boRqR8QiA%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Palo Alto Networks,C++ Software Engineer (Cortex XDR),"Tel Aviv-Yafo, Tel Aviv District, Israel",,5 days ago,https://il.linkedin.com/jobs/view/c%2B%2B-software-engineer-cortex-xdr-at-palo-alto-networks-3902072903?position=8&pageNum=10&refId=hRLAgF2hXj94jaeN82ntvA%3D%3D&trackingId=AGWIBuJ7qRPf3cA3jc14RA%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
IT Connection AS,Senior Embedded Software Engineer,Israel,,2 hours ago,https://il.linkedin.com/jobs/view/senior-embedded-software-engineer-at-it-connection-as-3970902918?position=9&pageNum=10&refId=hRLAgF2hXj94jaeN82ntvA%3D%3D&trackingId=OpOI%2B4ZsbdLor0z3%2FlPJoQ%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Unilink Ltd.,C++ Software Engineer,"Petah Tikva, Center District, Israel",,2 days ago,https://il.linkedin.com/jobs/view/c%2B%2B-software-engineer-at-unilink-ltd-3969437251?position=10&pageNum=10&refId=hRLAgF2hXj94jaeN82ntvA%3D%3D&trackingId=cSN4kBFSkIjkBS6W3bySRg%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
LSports,Full Stack Engineer,"Ashkelon, South District, Israel",,1 day ago,https://il.linkedin.com/jobs/view/full-stack-engineer-at-lsports-3969843326?position=1&pageNum=12&refId=5qk027TprsBczrHHEsU0LQ%3D%3D&trackingId=SSIChSBrWTk3%2BOSUtj8PZg%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Google Cloud - Minnesota,"Senior Software Engineer, Google Cloud","Tel Aviv-Yafo, Tel Aviv District, Israel",,3 days ago,https://il.linkedin.com/jobs/view/senior-software-engineer-google-cloud-at-google-cloud-minnesota-3967977772?position=2&pageNum=12&refId=5qk027TprsBczrHHEsU0LQ%3D%3D&trackingId=u%2Fh4ZxXXpp0dTHSjwbGY2g%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Masterschool,Senior Software Engineer,"Tel Aviv District, Israel",,2 days ago,https://il.linkedin.com/jobs/view/senior-software-engineer-at-masterschool-3969437081?position=6&pageNum=12&refId=5qk027TprsBczrHHEsU0LQ%3D%3D&trackingId=6xT2cyMNvPuurNWe%2FMQ3eg%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Palo Alto Networks,Senior Backend Developer -Core Team (Prisma Cloud),"Tel Aviv-Yafo, Tel Aviv District, Israel",,4 hours ago,https://il.linkedin.com/jobs/view/senior-backend-developer-core-team-prisma-cloud-at-palo-alto-networks-3970120040?position=8&pageNum=12&refId=5qk027TprsBczrHHEsU0LQ%3D%3D&trackingId=tD7VCcN2WJNvCgJzZGIWJg%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Tictuk,Senior Fullstack Developer,"Tel Aviv-Yafo, Tel Aviv District, Israel",,4 days ago,https://il.linkedin.com/jobs/view/senior-fullstack-developer-at-tictuk-3964921555?position=1&pageNum=15&refId=jfZNT5j6GIRpqp3l1Z8Wug%3D%3D&trackingId=MDnVl7t%2BtucmwORQJ1078w%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Log-On Software,Full Stack Engineer,"Dimona, South District, Israel",,6 hours ago,https://il.linkedin.com/jobs/view/full-stack-engineer-at-log-on-software-3969789334?position=2&pageNum=15&refId=jfZNT5j6GIRpqp3l1Z8Wug%3D%3D&trackingId=LYPDJiyt%2FCVN2E6S9beqQg%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
CyberArk,Senior Software Engineer,"Be'er Sheva, South District, Israel",,1 day ago,https://il.linkedin.com/jobs/view/senior-software-engineer-at-cyberark-3969062928?position=3&pageNum=15&refId=jfZNT5j6GIRpqp3l1Z8Wug%3D%3D&trackingId=aLVBqz7dfi69SAvfLRzANw%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Infinidat,New Product Introduction Engineer,"Herzliya, Tel Aviv District, Israel",,2 hours ago,https://il.linkedin.com/jobs/view/new-product-introduction-engineer-at-infinidat-3970775807?position=4&pageNum=15&refId=jfZNT5j6GIRpqp3l1Z8Wug%3D%3D&trackingId=RwJBrQtsywzG6u084uV68g%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Experis Israel,Embedded Software Engineer,"Beer Yaakov, Center District, Israel",,2 hours ago,https://il.linkedin.com/jobs/view/embedded-software-engineer-at-experis-israel-3970137275?position=7&pageNum=15&refId=jfZNT5j6GIRpqp3l1Z8Wug%3D%3D&trackingId=pfv8YK6aN4X7OT6xyInufw%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Panorays,Senior FullStack Developer,"Tel Aviv District, Israel",,21 hours ago,https://il.linkedin.com/jobs/view/senior-fullstack-developer-at-panorays-3969223389?position=9&pageNum=15&refId=jfZNT5j6GIRpqp3l1Z8Wug%3D%3D&trackingId=iqgs1wSb%2FVAE2R3NSHBUZQ%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Weizmann Institute of Science,Hardware Software Engineer,"Rehovot, Center District, Israel",,2 days ago,https://il.linkedin.com/jobs/view/hardware-software-engineer-at-weizmann-institute-of-science-3968702818?position=1&pageNum=17&refId=7ICJ4VoSxUv7eTFgqhoa2Q%3D%3D&trackingId=TstV44ORQpdImV9FlLph0Q%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
E2E Solutions IL,Embedded Software Engineer,"North District, Israel",,6 days ago,https://il.linkedin.com/jobs/view/embedded-software-engineer-at-e2e-solutions-il-3963900094?position=2&pageNum=17&refId=7ICJ4VoSxUv7eTFgqhoa2Q%3D%3D&trackingId=3opi02eHnBT%2BbpzgMHWdJg%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
MatchPointIT,Senior Software Engineer,"Herzliya, Tel Aviv District, Israel",,7 hours ago,https://il.linkedin.com/jobs/view/senior-software-engineer-at-matchpointit-3970711841?position=3&pageNum=17&refId=7ICJ4VoSxUv7eTFgqhoa2Q%3D%3D&trackingId=VVRFHiA%2Fmaq0i%2Bl%2BbJMwtA%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Gefen Recruitment (גפן השמות),PL/SQL Developer- 3057,"Rehovot, Center District, Israel",,2 days ago,https://il.linkedin.com/jobs/view/pl-sql-developer-3057-at-gefen-recruitment-%D7%92%D7%A4%D7%9F-%D7%94%D7%A9%D7%9E%D7%95%D7%AA-3966804069?position=4&pageNum=17&refId=7ICJ4VoSxUv7eTFgqhoa2Q%3D%3D&trackingId=IqjZUiFJZVp2keFHj6RmJQ%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Lumen,Senior Fullstack Developer,"Tel Aviv-Yafo, Tel Aviv District, Israel",,6 days ago,https://il.linkedin.com/jobs/view/senior-fullstack-developer-at-lumen-3964673546?position=5&pageNum=17&refId=7ICJ4VoSxUv7eTFgqhoa2Q%3D%3D&trackingId=kcTikMK%2Fzz1pxySu03pd9A%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Arpeely,Senior Full Stack Developer,"Tel Aviv-Yafo, Tel Aviv District, Israel",,6 days ago,https://il.linkedin.com/jobs/view/senior-full-stack-developer-at-arpeely-3858561116?position=6&pageNum=17&refId=7ICJ4VoSxUv7eTFgqhoa2Q%3D%3D&trackingId=s%2FJwbCs6bqlIu7k39sNaFg%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
CyberArk,"Solutions Engineer – Israel, Adriatic & The Balkans","Petah Tikva, Center District, Israel",,5 days ago,https://il.linkedin.com/jobs/view/solutions-engineer-%E2%80%93-israel-adriatic-the-balkans-at-cyberark-3965922420?position=7&pageNum=17&refId=7ICJ4VoSxUv7eTFgqhoa2Q%3D%3D&trackingId=oFvBgoKYo2LLzkzhBO4bvw%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Arbe,System Application Engineer,"Tel Aviv-Yafo, Tel Aviv District, Israel",,6 days ago,https://il.linkedin.com/jobs/view/system-application-engineer-at-arbe-3966236862?position=8&pageNum=17&refId=7ICJ4VoSxUv7eTFgqhoa2Q%3D%3D&trackingId=QIC9sadGOCZt%2BzdLgs8s4Q%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Medulla,Software Architect,"Tel Aviv District, Israel",,6 days ago,https://il.linkedin.com/jobs/view/software-architect-at-medulla-3966083567?position=9&pageNum=17&refId=7ICJ4VoSxUv7eTFgqhoa2Q%3D%3D&trackingId=GLL%2FAT5Fwn4QdOt7BPcPbw%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Corephotonics Ltd,Software and Algorithms Engineer,"Tel Aviv-Yafo, Tel Aviv District, Israel",,2 days ago,https://il.linkedin.com/jobs/view/software-and-algorithms-engineer-at-corephotonics-ltd-3963388233?position=10&pageNum=17&refId=7ICJ4VoSxUv7eTFgqhoa2Q%3D%3D&trackingId=mrRrzSBJEjqvZ7NLTjKvlA%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Experis Israel,FullStack Python Developer,"Herzliya, Tel Aviv District, Israel",,6 days ago,https://il.linkedin.com/jobs/view/fullstack-python-developer%09-at-experis-israel-3965577705?position=1&pageNum=20&refId=S7LYKeP71HsRZdhUcJ845Q%3D%3D&trackingId=Zklo5atmxn74KmuUYpy%2B5g%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Palo Alto Networks,Principal Backend Developer -Core Team (Prisma Cloud),"Tel Aviv-Yafo, Tel Aviv District, Israel",,4 hours ago,https://il.linkedin.com/jobs/view/principal-backend-developer-core-team-prisma-cloud-at-palo-alto-networks-3970115535?position=3&pageNum=20&refId=S7LYKeP71HsRZdhUcJ845Q%3D%3D&trackingId=%2BpndCA4eE2savypCLgKLpg%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
ZoomInfo,Software Engineer III,"Raanana, Center District, Israel",,5 days ago,https://il.linkedin.com/jobs/view/software-engineer-iii-at-zoominfo-3847048411?position=5&pageNum=20&refId=S7LYKeP71HsRZdhUcJ845Q%3D%3D&trackingId=Z6f1pHZjKshMuRYD4W59Ow%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Amazon Web Services (AWS),Software Embedded Student,"Haifa, Haifa District, Israel",,5 days ago,https://il.linkedin.com/jobs/view/software-embedded-student-at-amazon-web-services-aws-3894270325?position=6&pageNum=20&refId=S7LYKeP71HsRZdhUcJ845Q%3D%3D&trackingId=sxP7yp7N2Pbr7%2B3nulZNtQ%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Elementor,Senior Frontend Developer,"Ramat Gan, Tel Aviv District, Israel",,6 days ago,https://il.linkedin.com/jobs/view/senior-frontend-developer-at-elementor-3963947387?position=7&pageNum=20&refId=S7LYKeP71HsRZdhUcJ845Q%3D%3D&trackingId=%2F1NOheMClGl6Kzdvlhtdtw%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Elbit Systems Israel,Software Student,"Yokneam Ilit, North District, Israel",,1 day ago,https://il.linkedin.com/jobs/view/software-student-at-elbit-systems-israel-3969045036?position=10&pageNum=20&refId=S7LYKeP71HsRZdhUcJ845Q%3D%3D&trackingId=urd5%2FDbHBYaqkDLu43e48A%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
SQLink Group,Full Stack Developer,"Dimona, South District, Israel",,5 days ago,https://il.linkedin.com/jobs/view/full-stack-developer-at-sqlink-group-3966537289?position=1&pageNum=22&refId=oZnrPAkep91CeH1i%2BZpCUQ%3D%3D&trackingId=jhvK67m6ij0YxYARk7VnHQ%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
Dialog,Embedded Software Engineer,"Center District, Israel",,4 hours ago,https://il.linkedin.com/jobs/view/embedded-software-engineer-at-dialog-3970108918?position=2&pageNum=22&refId=oZnrPAkep91CeH1i%2BZpCUQ%3D%3D&trackingId=TAHly5%2FExw%2FBjk7ynbsPdA%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
K2view,Experienced Java Developer,"Yoqneam Illit, North District, Israel",,6 days ago,https://il.linkedin.com/jobs/view/experienced-java-developer-at-k2view-3963397799?position=3&pageNum=22&refId=oZnrPAkep91CeH1i%2BZpCUQ%3D%3D&trackingId=Aa9FUTwWy1ffK1jEPts4OA%3D%3D&trk=public_jobs_jserp-result_search-card,-1.0
